session,candidate_name,matched_text,similarity,context,cue_start
salon-109,Beau Tardy Artist,being an artist,0.69,"That's all it did. But being an artist, I found a way to make it do artwork.",5033.58
salon-110,cha,can,0.67,"begin? And also, can you tell us where you're zooming in from?",162.1
salon-110,cha,Can,0.67,Let's see. Can you guys see my screen?,179.64
salon-110,cha,can,0.67,Let me just double check. You guys can see. Okay.,199.04
salon-110,cha,can,0.67,"st going to use it to keep myself on track, and hopefully I can not go too much",217.2
salon-110,cha,can,0.67,And you can go and find it at mudd.foundation.,337.78
salon-110,cha,change,0.67,"s to do work that required that the artwork actually, like, change over the course of a year.",360.26
salon-110,cha,can,0.67,Why don't you create a critique space where people can get feedback on their work.,391.78
salon-110,cha,can,0.67,You can just keep it digital.,421.88
salon-110,cha,can,0.67,And you can also do scale and do all sorts of building things.,423.86
salon-110,cha,can,0.67,"But if you go onto Loop's homepage, you can see that we have the Critique Club up here.",579.82
salon-110,cha,chance,0.67,I wanted to make sure that people had the chance to come in.,614.54
salon-110,cha,can,0.67,"Ariel, can you stop sharing?",1009.96
salon-110,cha,can,0.67,apply I encourage everybody to do that in the future you can apply as many,1071.76
salon-110,cha,can,0.67,"And you can see the three pricy little bus in the back, the two little ",1263.42
salon-110,cha,can,0.67,"No, you can hear me now.",1506.32
salon-110,cha,change,0.67,"this hub space that we launch off into is wonderful sensory change. Anyway, I know we",1520.84
salon-110,cha,Can,0.67,"maybe, Galina's studio. Can you talk about your role as the graphic designer for the si",1537.74
salon-110,cha,can,0.67,i can share a little bit um maybe we can go to the studios and th,1696.64
salon-110,cha,can,0.67,glish i'm not that not an english native speaker but yeah i can do it,1714.38
salon-110,cha,Can,0.67,Can you see the screen?,1753.88
salon-110,cha,can,0.67,"you know, projects or platforms that can show in us",1824.5
salon-110,cha,can,0.67,"So we can jump into one of the studios,",1898.06
salon-110,cha,can,0.67,"so we can, yeah, see.",1903.5
salon-110,cha,can,0.67,"and then I can show, really, okay.",1992.24
salon-110,cha,can,0.67,performance piece but it's kind of cool because anybody can come whenever they want and one of us,2219.84
salon-110,cha,can,0.67,so you can see that uh there and like i i want to mention something el,2306.4
salon-110,cha,can,0.67,icipated in a six-week loop residency and hoping that sahar can talk,2419.02
salon-110,cha,can,0.67,about um what she took away from the experience and if we can see some of um your current,2425.92
salon-110,cha,can,0.67,i'm gonna read so can you see my screen,2475.96
salon-110,cha,can,0.67,So at the right you can see Renata's avatar.,2684.36
salon-110,cha,can,0.67,And if you can find my...,2886.98
salon-110,cha,can,0.67,You can go through my portal or I can share my verse so we can go d,2894.64
salon-110,cha,can,0.67,"If it's difficult, I can just put my verse.",2941.96
salon-110,cha,Can,0.67,Can you see my screen or not?,3014.88
salon-110,cha,Can,0.67,Can you see my screen?,3021.08
salon-110,cha,can,0.67,"So, at the left, top left, you can see my avatar.",3026.94
salon-110,cha,can,0.67,You can hear it.,3065.14
salon-110,cha,can,0.67,And you can go into the building and the ruins and fly.,3189.84
salon-110,cha,can,0.67,So we can see that's my avatar in the mirror and the light.,3207.6
salon-110,cha,can,0.67,And we can change the light and everything and the lighting.,3213.96
salon-110,cha,can,0.67,"And there is an exit in bottom left, which shows you how can you exit.",3398.28
salon-110,cha,Can,0.67,else. So here we are. Can everybody see?,3570.9
salon-110,cha,can,0.67,for a year in loop that I can do whatever in.,3697.4
salon-110,cha,can,0.67,"And you can, if you come to the space,",3720.14
salon-110,cha,can,0.67,"you can go visit this website,",3723.74
salon-110,cha,can,0.67,nt. And that's exactly what I found here in this salon. You can come on,3757.4
salon-110,cha,can,0.67,She's just uploaded these photos and you can enlarge them.,3797.16
salon-110,cha,can,0.67,"Okay, so you can blow up your JPEG to be really monumental.",3809.7
salon-110,cha,can,0.67,You can sort of hear people coming closer and going farther away.,3836.96
salon-110,cha,can,0.67,You've already seen that you can fly.,3889.9
salon-110,cha,can,0.67,And you can have meetings in here.,3914.5
salon-110,cha,can,0.67,You can upload your work here really easily.,3947.96
salon-110,cha,can,0.67,sible that is people with a lot of experience and expertise can go in and do their thing and,4075.08
salon-110,cha,can,0.67,"know, working in 3D or even in a virtual environment can come in and participate.",4083.1
salon-110,cha,can,0.67,"what can be accomplished by kind of like, you know, the overlap and ",4095.92
salon-110,cha,can,0.67,to have some free glbs you can just search sketchfab and download from there but the other,4224.0
salon-110,cha,can,0.67,projects inside loop that you can explore and i really encourage you to just go visit,4253.94
salon-110,cha,can,0.67,times. But we can use it. You can go meet a friend there. You can bring your ,4286.66
salon-110,cha,can,0.67,o are shy having an avatar instead of being on screen is is can be very liberating so I just wanted to mention that the loo,4294.62
salon-110,cha,can,0.67,"which is, can you think of ways that Expressionism and Loop can get more ",4336.7
salon-110,cha,can,0.67,"ome to use the, there's the React button on the bottom. You can click that and then",4355.5
salon-110,cha,can,0.67,Hit the raise hand and I'm happy to call on you or you can just unmute yourself.,4360.82
salon-110,cha,can,0.67,the Arab people. And you can see the,4479.34
salon-110,cha,can,0.67,can dive into the lake more than 10 meters and and if someone d,4510.44
salon-110,cha,can,0.67,gate the gates are close to people so the reiki healers can meditate and do their stuff,4548.64
salon-110,cha,can,0.67,Make it copy. You can export one first.,4721.74
salon-110,cha,can,0.67,and then we can help each other.,4829.22
salon-110,cha,can,0.67,they can find it always written down.,4882.14
salon-110,cha,can,0.67,"yeah, sure, you can load things you've done.",5017.84
salon-110,cha,can,0.67,"put up works that you've made before, and then we can give feedback.",5036.68
salon-110,cha,can,0.67,"something that, you know, can be used right away.",5067.42
salon-110,cha,can,0.67,and stuff that can be in there until it crashes.,5134.72
salon-110,cha,can,0.67,"So they can each have separate verses that they would be able to,",5180.44
salon-110,cha,can,0.67,So we're like kind of safe from something that can happen to like a spatial,5232.9
salon-110,cha,can,0.67,and hopefully we can help them as well.,5334.38
salon-110,cha,can,0.67,you can see the video.,5388.04
salon-110,cha,can,0.67,And you can find out more about that on our homepage.,5645.36
salon-110,cha,can,0.67,"And I think we can come up with some, you know, pretty interesting collaborati",5671.62
salon-057,Patrick Lichty,Patrick,0.67," definitely going through some stuff at that time. I'm sure Patrick can attest to that. He was he was right, right there with m",1096.9
salon-057,Richard E,richards,0.82,crazy and then also was it uh michael richards who was in the um,3857.8
salon-012,Michael Pierre Price,"Michael Rees, Michael",0.68,"ees, yeah.  And... Carter. Carter. Sorry. Okay. So, Carter, Michael Rees, Michael Price, Colin, and... And Randy. So, those are going to be o",0.0
salon-025,Mac Premo,Mac problem,0.8,"uess I won't be first. Okay. All right, that's fine. It's a Mac problem, a Mac security issue that we just- I'm ready to, I'm queue",1.98
salon-026,Brandon S Gellis,Brandon Gallus,0.8, have a digital partnership. And the name of this titled by Brandon Gallus is A Calling For Utopia. Who also he's the one that's respo,2.34
salon-026,Andrew Reach,and preach,0.82,h.  Christ tells his disciples. To go ye into all the world and preach the gospel. Okay. To spread the message. The good news of h,3049.24
salon-026,Carolina Ramonde,Carol Ramon,0.81,"e have the collaboration between Michael pointer again, and Carol Ramon. Or Ramon D Ramon.",3179.5
salon-026,Carolina Ramonde,Carol Ramon,0.81,my middle name. Cause my middle name is Ramon. Yeah. But so Carol Ramon day.,3231.06
salon-026,Carol Hunt,Carol sent,0.8,"Well, that was, you know, Carol sent me a painting. Um, that, that was kind of a. Yeah. It's a l",3466.8
salon-029,Gregory Little,Greg Little,0.88,"ed our MFA degrees in computer art together, studying under Greg Little, whose work is also included in this exhibition, which Patr",87.64
salon-029,Ben Red,be read,0.86,"er that in the original biblical text, it's not intended to be read either because it uses mycography, little writing. So that'",2961.84
salon-029,Andy Wauman,And human,0.8,"u know, MK 15 and tools are beautiful and brilliant things. And human beings are are pretty brilliant, too. But where it's all ab",3632.08
salon-029,Alan Kinnard,Alan Kennard,0.92,"because I forgot that we had two. So, sorry. All right. So, Alan Kennard. All right, Alan, you with us?",5899.52
salon-030,RnD Team,red team,0.88,this painting and then it was actually very like orange and red team based artwork. And then last minute I. color correction to ,2721.4
salon-033,LINDSAY KOKOSKA,Lindsay,0.64,"s Colin, who coined the term Textfreshism. Nina, David, and Lindsay are presenters for today, and our wonderful audience of oth",2.24
salon-033,Nina Yankowitz,Nina Yankovic,0.81,"e dot move? Can anybody hear me? Yeah, we're still here. Is Nina Yankovic still there? Yes, she is currently muted though. Oh, what d",3796.08
salon-035,Prïnce Magnølïa,Prince Magnolia,0.8,"t artist, and then we have a pair of collaborating artists, Prince Magnolia and S.T. Rivera. And then rounding out our salon today is M",0.0
salon-037,PATRICK LICHTY,Patrick,0.67,"rest of time, I think we probably need to get going so that Patrick can also have his presentation. With that being said, thank",1679.38
salon-037,Carla Gannis,Carl Aganis,0.87,"ore that. I work a lot with a platform that... Spaulder and Carl Aganis introduced me to, and I'd already heard about a little bit ",1870.26
salon-039,Michael Pierre Price,Michael Pierre,0.82," and I were very, you know, like Colin and other people and Michael Pierre and other people here, you know, you, you thought you were ",2841.36
salon-039,Greggory Hill,gregory i'll,0.88,so we have gregory i'll send you an email is that the best way to do it,5129.18
salon-040,Michael Farmer,Michael came,0.85,"ly develop it as far as they can, like the way that Roz and Michael came up with this handshake concept or whatever else. And, you k",4881.26
salon-040,Andy Thomas,Andy Thomas's,0.92,"went up. And the Russian artist, Mounth, and this is one of Andy Thomas's NFTs at the top, there's Nagin's piece, which was selected ",5194.78
salon-042,Mary Ann Strandell,Mary Ann Strandle,0.91,Mary Ann Strandle. Titled streaming flowers to slash brain acrylic on 3D lent,719.98
salon-042,Tor Burwell,Tor Borwell,0.91,Great. The next piece is Tor Borwell. It's titled Flunky Flux. It's a video. United States 2022.,1151.98
salon-042,Adelfino Corino,Aldofino Corino,0.87,"Next we have Aldofino Corino. And this is titled RIMM, R-I-M-M, Oil and Enamel Painted P",1220.1
salon-042,Michael Strevens,Michael Rees's,0.8,"And then we're going to go around, first, Michael Rees's sculptors",1444.08
salon-042,Ben Red,be fired,0.8,"em in which if the work is viewed on a tablet, it might not be fired up. I'm not 100% sure. But there's some pretty interesting ",1461.32
salon-042,Gregory Little,Greg Little,0.88,And I don't believe Greg Little is here in the Zoom. But Greg was actually my graduate advi,2227.32
salon-042,Hayede Jamshidi,Hayide Jamshidai,0.9,"And the next three are Hayide Jamshidai. I hope I'm saying the name correctly. James, can you get o",2486.9
salon-042,Hayede Jamshidi,Hayide Jamshidai,0.9,I'm Hayide Jamshidai. And I made this piece in 2020 when I was in lockdown. So I,2505.6
salon-042,Tikoi Kuitenbrouwer,Tikowai Kuitenbrauer,0.87," then I'm sorry, I may not say the name correctly. Tikwa or Tikowai Kuitenbrauer. Sticks and Bones Digital Monoprint on Aluminum. The Nether",2576.4
salon-042,Guillermo Arismendi,Guillermo Arias-Mondi,0.9,Guillermo Arias-Mondi from the Canary Islands. The title is 100921. It's a digita,2980.26
salon-042,Meltdownlove,Meltdown,0.8,Meltdown Love is the artist. Media disease. Print sees eyes. Digital,3305.98
salon-042,Meltdownlove,Meltdown,0.8,"Meltdown Love is not, I believe, in the Zoom. He also goes by Demian",3327.92
salon-042,Philippe Ormières,Philippe Ormiere,0.91,The next is Philippe Ormiere. His piece is called Ceté Couché de Soleil Magique. Digital,3400.24
salon-042,Michaël Borras AKA Systaime,"Michael Borras, AKA Sistame",0.89,"ever, Prince Bernoullia, Vicente Rivera, Michael Poluconis, Michael Borras, AKA Sistame, France. Well, they're all from different countries. Sean, ",3766.82
salon-042,Andy Wauman,Andy Wolman,0.82,"jin Lee, Cynthia DiDonato, Reese Schroeder, Sarah Song, and Andy Wolman, and Colin Goldberg.",3766.82
salon-042,Jan Swinburne,Jan Swinbur,0.92,"leur, Randy Musischewitz, Janice Randenburg-Lee, TinTan23x, Jan Swinbur, Frederick Pons, Diana Diavola, Lee Day, Susan Wong, Nina S",3766.82
salon-042,Frédéric Pons,Frederick Pons,0.81,"usischewitz, Janice Randenburg-Lee, TinTan23x, Jan Swinbur, Frederick Pons, Diana Diavola, Lee Day, Susan Wong, Nina Sobell, Dana Jone",3766.82
salon-042,Michael Paulukonis,Michael Poluconis,0.86,"Chat Noir, Lee Schnever, Prince Bernoullia, Vicente Rivera, Michael Poluconis, Michael Borras, AKA Sistame, France. Well, they're all fro",3766.82
salon-042,Seungjin Lee,Sanjin Lee,0.82,"iavola, Lee Day, Susan Wong, Nina Sobell, Dana Jones, N3T4, Sanjin Lee, Cynthia DiDonato, Reese Schroeder, Sarah Song, and Andy Wo",3766.82
salon-042,TinTin23x,TinTan23x,0.89,", Karen LaFleur, Randy Musischewitz, Janice Randenburg-Lee, TinTan23x, Jan Swinbur, Frederick Pons, Diana Diavola, Lee Day, Susan",3766.82
